0,0,0,0
1,30,1.8,18
2,28.2,1.03192,4.92
3,28.9681,1.21924,9.10085
4,28.7808,1.51582,11.5012
5,28.4842,1.88401,14.295
6,28.116,2.27215,17.0708
7,27.7278,2.66455,19.8336
8,27.3354,3.05544,22.565
9,26.9446,3.44189,25.2602
10,26.5581,3.82347,27.9183
11,26.1765,4.19973,30.5384
12,25.8003,4.57048,33.121
13,25.4295,4.93616,35.6668
14,25.0638,5.29624,38.1757
15,24.7038,5.65137,40.6488
16,24.3486,6.00124,43.0862
17,23.9988,6.34597,45.4887
18,23.654,6.68596,47.8567
19,23.314,7.02074,50.1904
20,22.9793,7.35084,52.491
21,22.6492,7.67623,54.7582
22,22.3238,7.99666,56.993
23,22.0033,8.31273,59.1958
24,21.6873,8.62414,61.3667
25,21.3759,8.93089,63.5066
26,21.0691,9.23348,65.6158
27,20.7665,9.53156,67.6946
28,20.4684,9.82521,69.7437
29,20.1748,10.1149,71.7634
30,19.8851,10.4002,73.7539
31,19.5998,10.6813,75.716
32,19.3187,10.9586,77.65
33,19.0414,11.2319,79.556
34,18.7681,11.501,81.4349
35,18.499,11.7663,83.2869
36,18.2337,12.028,85.1121
37,17.972,12.2856,86.9111
38,17.7144,12.5396,88.6846
39,17.4604,12.7901,90.4325
40,17.2099,13.0369,92.1552
41,16.9631,13.28,93.8534
42,16.72,13.5197,95.5272
43,16.4803,13.7561,97.1769
44,16.2439,13.9889,98.803
45,16.0111,14.2182,100.406
46,15.7818,14.4445,101.986
47,15.5555,14.6675,103.543
48,15.3325,14.8872,105.078
49,15.1128,15.1036,106.591
50,14.8964,15.3171,108.082
51,14.6829,15.5276,109.552
52,14.4724,15.7349,111
53,14.2651,15.9391,112.429
54,14.0609,16.1405,113.836
55,13.8595,16.3392,115.224
56,13.6608,16.5349,116.591
57,13.4651,16.7276,117.939
58,13.2724,16.9176,119.268
59,13.0824,17.105,120.577
60,12.895,17.2898,121.868
61,12.7102,17.4718,123.14
62,12.5282,17.6511,124.395
63,12.3489,17.8278,125.631
64,12.1722,18.0021,126.849
65,11.9979,18.174,128.05
66,11.826,18.3433,129.234
67,11.6567,18.51,130.401
68,11.49,18.6744,131.551
69,11.3256,18.8365,132.685
70,11.1635,18.9964,133.803
71,11.0036,19.154,134.904
72,10.846,19.3091,135.99
73,10.6909,19.462,137.06
74,10.538,19.6127,138.115
75,10.3873,19.7614,139.155
76,10.2386,19.908,140.18
77,10.092,20.0525,141.19
78,9.94754,20.1947,142.186
79,9.80529,20.3349,143.168
80,9.66511,20.4731,144.135
81,9.52691,20.6094,145.089
82,9.39058,20.7438,146.029
83,9.25616,20.8763,146.955
84,9.12369,21.0068,147.869
85,8.99321,21.1353,148.769
86,8.86467,21.262,149.656
87,8.73798,21.387,150.531
88,8.61304,21.5102,151.393
89,8.48981,21.6317,152.243
90,8.36831,21.7514,153.081
91,8.24858,21.8694,153.907
92,8.13063,21.9856,154.721
93,8.01444,22.1001,155.523
94,7.89994,22.213,156.314
95,7.78705,22.3243,157.093
96,7.6757,22.4341,157.862
97,7.56589,22.5424,158.619
98,7.45764,22.649,159.365
99,7.35097,22.7541,160.101
100,7.2459,22.8576,160.827
101,7.14238,22.9596,161.542
102,7.04037,23.0602,162.247
103,6.9398,23.1594,162.941
104,6.84062,23.2572,163.626
105,6.7428,23.3536,164.301
106,6.64635,23.4487,164.966
107,6.55129,23.5424,165.622
108,6.45761,23.6347,166.269
109,6.36533,23.7256,166.906
110,6.27442,23.8152,167.534
111,6.18483,23.9035,168.153
112,6.09652,23.9906,168.763
113,6.00944,24.0764,169.365
114,5.92355,24.1611,169.958
115,5.83886,24.2446,170.542
116,5.75536,24.3269,171.118
117,5.67306,24.408,171.686
118,5.59196,24.4879,172.246
119,5.51206,24.5667,172.798
120,5.43334,24.6442,173.342
121,5.35578,24.7207,173.878
122,5.27933,24.796,174.407
123,5.20396,24.8704,174.928
124,5.12965,24.9436,175.441
125,5.05636,25.0159,175.947
126,4.98409,25.0872,176.446
127,4.91284,25.1574,176.938
128,4.8426,25.2266,177.423
129,4.77337,25.2948,177.9
130,4.70515,25.3621,178.371
131,4.63794,25.4283,178.836
132,4.57172,25.4935,179.293
133,4.50647,25.5578,179.745
134,4.44216,25.6212,180.189
135,4.37878,25.6837,180.628
136,4.31628,25.7453,181.06
137,4.25466,25.8061,181.486
138,4.1939,25.866,181.905
139,4.13398,25.9251,182.319
140,4.0749,25.9834,182.727
141,4.01665,26.0408,183.129
142,3.95924,26.0974,183.526
143,3.90265,26.1531,183.916
144,3.84689,26.2081,184.301
145,3.79194,26.2622,184.681
146,3.7378,26.3155,185.055
147,3.68445,26.3681,185.424
148,3.63188,26.4199,185.788
149,3.58007,26.471,186.146
150,3.529,26.5213,186.499
151,3.47865,26.571,186.847
152,3.42902,26.6199,187.191
153,3.38007,26.6682,187.529
154,3.33182,26.7158,187.863
155,3.28423,26.7627,188.191
156,3.23732,26.8089,188.515
157,3.19106,26.8545,188.835
158,3.14546,26.8995,189.15
159,3.10051,26.9438,189.46
160,3.0562,26.9875,189.766
161,3.01254,27.0305,190.068
162,2.9695,27.0729,190.365
163,2.9271,27.1147,190.658
164,2.88531,27.1559,190.947
165,2.84413,27.1964,191.231
166,2.80355,27.2364,191.512
167,2.76356,27.2759,191.789
168,2.72415,27.3147,192.061
169,2.6853,27.353,192.33
170,2.647,27.3907,192.595
171,2.60925,27.428,192.856
172,2.57203,27.4647,193.114
173,2.53534,27.5008,193.368
174,2.49916,27.5365,193.618
175,2.46349,27.5717,193.864
176,2.42832,27.6064,194.108
177,2.39365,27.6405,194.347
178,2.35946,27.6742,194.583
179,2.32576,27.7075,194.816
180,2.29253,27.7402,195.046
181,2.25977,27.7725,195.272
182,2.22749,27.8043,195.495
183,2.19567,27.8357,195.715
184,2.1643,27.8666,195.931
185,2.13339,27.8971,196.145
186,2.10292,27.9271,196.355
187,2.07289,27.9567,196.563
188,2.0433,27.9859,196.767
189,2.01414,28.0146,196.969
190,1.9854,28.0429,197.168
191,1.95708,28.0708,197.364
192,1.92916,28.0984,197.557
193,1.90165,28.1255,197.747
194,1.87453,28.1522,197.935
195,1.84781,28.1785,198.12
196,1.82146,28.2045,198.302
197,1.79549,28.2301,198.482
198,1.76989,28.2553,198.659
199,1.74466,28.2802,198.834
200,1.71978,28.3047,199.006
201,1.69526,28.3289,199.176
202,1.67108,28.3528,199.343
203,1.64725,28.3763,199.508
204,1.62375,28.3994,199.67
205,1.60058,28.4223,199.831
206,1.57774,28.4448,199.988
207,1.55522,28.467,200.144
208,1.53302,28.4889,200.298
209,1.51113,28.5104,200.449
210,1.48955,28.5317,200.598
211,1.46828,28.5527,200.745
212,1.44731,28.5734,200.89
213,1.42664,28.5937,201.033
214,1.40627,28.6138,201.173
215,1.38618,28.6336,201.312
216,1.36638,28.6531,201.449
217,1.34686,28.6724,201.584
218,1.32762,28.6913,201.717
219,1.30866,28.71,201.848
220,1.28997,28.7284,201.977
221,1.27155,28.7466,202.104
222,1.2534,28.7645,202.23
223,1.2355,28.7821,202.353
224,1.21786,28.7995,202.475
225,1.20048,28.8167,202.595
226,1.18334,28.8335,202.714
227,1.16646,28.8502,202.831
228,1.14981,28.8666,202.946
229,1.13341,28.8828,203.059
230,1.11724,28.8987,203.171
231,1.1013,28.9144,203.281
232,1.0856,28.9299,203.39
233,1.07012,28.9451,203.497
234,1.05486,28.9602,203.603
235,1.03982,28.975,203.707
236,1.02499,28.9896,203.809
237,1.01038,29.004,203.911
238,0.995977,29.0182,204.01
239,0.98178,29.0322,204.109
240,0.967786,29.046,204.205
241,0.953992,29.0596,204.301
242,0.940395,29.073,204.395
243,0.926992,29.0862,204.488
244,0.913779,29.0992,204.579
245,0.900755,29.1121,204.669
246,0.887917,29.1247,204.758
247,0.875261,29.1372,204.846
