0,1,0,0
1,0.48,1.8,3
2,0.331585,0.912,3.52
3,0.287623,1.09305,3.66842
4,0.316186,1.41206,3.71238
5,0.367934,1.74418,3.68381
6,0.41836,2.09579,3.63207
7,0.457367,2.45462,3.58164
8,0.481914,2.81459,3.54263
9,0.493849,3.17363,3.51809
10,0.497774,3.53055,3.50615
11,0.499644,3.88478,3.50223
12,0.505566,4.23584,3.50036
13,0.520888,4.58326,3.49443
14,0.54949,4.92647,3.47911
15,0.593347,5.26488,3.45051
16,0.652372,5.59792,3.40665
17,0.724582,5.9251,3.34763
18,0.806506,6.24605,3.27542
19,0.893768,6.56054,3.19349
20,0.981711,6.8685,3.10623
21,1.06596,7.16998,3.01829
22,1.14285,7.46524,2.93404
23,1.20972,7.75463,2.85715
24,1.26498,8.03867,2.79028
25,1.30813,8.31797,2.73502
26,1.33959,8.59322,2.69187
27,1.36057,8.8651,2.66041
28,1.3729,9.13428,2.63943
29,1.37879,9.40132,2.6271
30,1.38076,9.66666,2.62121
31,1.38143,9.93054,2.61924
32,1.38338,10.1931,2.61857
33,1.38902,10.4541,2.61662
34,1.40043,10.7133,2.61098
35,1.4192,10.9704,2.59957
36,1.44631,11.2248,2.5808
37,1.48209,11.476,2.55369
38,1.5262,11.7235,2.51791
39,1.57767,11.9667,2.4738
40,1.63505,12.2052,2.42233
41,1.69657,12.4388,2.36494
42,1.76027,12.667,2.30343
43,1.82425,12.8899,2.23973
44,1.8867,13.1074,2.17576
45,1.94613,13.3194,2.1133
46,2.0013,13.5263,2.05387
47,2.05135,13.7283,1.9987
48,2.09574,13.9258,1.94865
49,2.13419,14.119,1.90426
50,2.16671,14.3086,1.86581
51,2.19348,14.4949,1.83329
52,2.21486,14.6784,1.80652
53,2.23131,14.8596,1.78514
54,2.2434,15.0389,1.76869
55,2.25174,15.2168,1.7566
56,2.257,15.3935,1.74826
57,2.2599,15.5693,1.743
58,2.26115,15.7445,1.7401
59,2.2615,15.9192,1.73885
60,2.26172,16.0935,1.7385
61,2.26254,16.2674,1.73828
62,2.26466,16.4409,1.73746
63,2.26875,16.6137,1.73534
64,2.27539,16.7859,1.73125
65,2.28508,16.9571,1.72461
66,2.29818,17.127,1.71492
67,2.31493,17.2955,1.70182
68,2.33543,17.4622,1.68507
69,2.35963,17.6268,1.66457
70,2.38733,17.789,1.64037
71,2.41821,17.9485,1.61267
72,2.45187,18.1051,1.58179
73,2.4878,18.2585,1.54813
74,2.52546,18.4086,1.5122
75,2.56428,18.5552,1.47454
76,2.60371,18.6982,1.43572
77,2.6432,18.8375,1.39629
78,2.68229,18.9731,1.3568
79,2.72054,19.1051,1.31771
80,2.75759,19.2335,1.27946
81,2.79316,19.3583,1.24241
82,2.82703,19.4797,1.20684
83,2.85902,19.5979,1.17297
84,2.88905,19.7129,1.14098
85,2.91704,19.825,1.11095
86,2.94299,19.9343,1.08296
87,2.96691,20.041,1.05701
88,2.98884,20.1454,1.03309
89,3.00884,20.2475,1.01116
90,3.02698,20.3475,0.991161
91,3.04335,20.4458,0.973017
92,3.05804,20.5423,0.956645
93,3.07115,20.6374,0.941956
94,3.08275,20.731,0.928855
95,3.09296,20.8235,0.917249
96,3.10186,20.9149,0.907043
97,3.10955,21.0054,0.898142
98,3.11612,21.095,0.890452
99,3.12165,21.184,0.883884
100,3.12625,21.2723,0.878345
101,3.13,21.3602,0.873747
102,3.13298,21.4476,0.870001
103,3.13528,21.5347,0.86702
104,3.137,21.6215,0.864717
105,3.13821,21.7081,0.863003
106,3.139,21.7945,0.861792
107,3.13947,21.8808,0.860997
108,3.1397,21.9671,0.860528
109,3.13978,22.0532,0.860297
110,3.13981,22.1393,0.860216
111,3.13986,22.2253,0.860194
112,3.14003,22.3113,0.860142
113,3.1404,22.3973,0.859973
114,3.14107,22.4831,0.859597
115,3.14211,22.5689,0.858931
116,3.1436,22.6545,0.857891
117,3.14562,22.7399,0.856397
118,3.14824,22.8251,0.854377
119,3.15151,22.91,0.85176
120,3.1555,22.9945,0.848485
121,3.16025,23.0786,0.844497
